ID,Name,ProgramType,Address1,Address2,City,StateAbbr,StateName,Zip,Phone,GeneralEmail,Fax,WebSiteUrl,Latitude,Longitude,Distance,OpenHour,CenterIsOpen,CenterStatus,WhyClosed,IsValid,ServiceMessage,ContactName,ContactEmail,ContactPhone
32820085,Archdiocesan Youth Employment Services - Adult Employment Services - East Los Angeles,Youth Service Provider,5301 Whittier Blvd,Second Floor,Los Angeles,CA,California,90022,323-887-7122,,,https://www.ayela.org/adult-services,34.020376,-118.15559,,,,,,1,Programs for justice-impacted job seekers,,,
32746409,Archdiocesan Youth Employment Services - Adult Employment Services - South Los Angeles,Youth Service Provider,1600 W. Imperial Highway,,Los Angeles,CA,California,90047,323-241-5016,,,https://www.ayela.org/adult-services,33.928545,-118.306543,,,,,,1,Programs for justice-impacted job seekers,,,
32746394,Asian American Drug Abuse Program - Youth and Family Programs,Youth Service Provider,5311 S Western Avenue,,Los Angeles,CA,California,90062,323-348-4688,report@aadapinc.org,323-815-9175,https://aadapinc.org/youth-and-family-programs-yfp/,34.00610352,-118.30866241,,,,,,3,Programs for justice-impacted job seekers,,,
32801488,Back on My Feet - Los Angeles,Youth Service Provider,811 W 7th Street,12th Floor,Los Angeles,CA,California,90017,215-772-1080,,,https://backonmyfeet.org/,34.049148,-118.258969,,,,,,1,Programs for justice-impacted job seekers,,,
32746416,Bridges From School to Work - Los Angeles,Youth Service Provider,1150 S Olive St,9th Floor,Los Angeles,CA,California,90015,213-347-0042,joseph.naves@bridgestowork.org,,https://bridgestowork.org/los-angeles/,34.039574,-118.261689,,,,,,1,,,,
32746425,Career Partners International - Los Angeles,Youth Service Provider,11500 Olympic Blvd,Suite 400,Los Angeles,CA,California,90064,949-387-5808,,,https://www.cpiworld.com/location-home/?region=United%20States,34.035788,-118.444154,,,,,,1,,,,
32801492,Center for Employment Opportunities - Los Angeles,Youth Service Provider,1320 East 7th St.,Suite 260,Los Angeles,CA,California,90021,323-357-6305,,,https://www.ceoworks.org/locations/los-angeles,34.033666,-118.242078,,,,,,1,Programs for justice-impacted job seekers,,,
32820123,Chrysalis - DOORS,Youth Service Provider,Reentry Opportunity Center 3965 S. Vermont Ave.,3rd Floor,Los Angeles,CA,California,90037,323-730-4471,,,https://www.changelives.org/,34.012564,-118.291897,,,,,,1,Programs for justice-impacted job seekers,,,
32801549,Chrysalis - Los Angeles,Youth Service Provider,522 So. Main Street,,Los Angeles,CA,California,90013,213-806-6300,,,https://www.changelives.org/,33.9951474707513,-118.476857753451,,,,,,1,Programs for justice-impacted job seekers,,,
32746440,Coalition for Responsible Community Development - Workforce Development for Youth,Youth Service Provider,7101 S. Central Ave,Unit 54249,Los Angeles,CA,California,90054,213-743-6193,,,https://coalitionrcd.org/programs/workforce-development-for-youth/,33.977756,-118.259322,,,,,,1,Programs for justice-impacted job seekers,Mark Wilson,mwilson@coalitionrcd.org,
32820148,College Bridge Academy - Sereno,Youth Service Provider,4927 Huntington Dr. N.,,Los Angeles,CA,California,90032,323-352-8468,,,https://www.laedcorps.org/college-bridge-academy.html,34.087461,-118.176416,,,,,,1,,,,
32820150,College Bridge Academy - Watts,Youth Service Provider,9702 Holmes Ave.,,Los Angeles,CA,California,90002,,,,https://www.laedcorps.org/college-bridge-academy.html,33.947927,-118.240509,,,,,,1,,,,
32801554,Delancey Street Foundation - Los Angeles,Youth Service Provider,400 N. Vermont Ave.,,Los Angeles,CA,California,90004,323-662-4122,,,http://www.delanceystreetfoundation.org/index.php,34.0782111,-118.291136,,,,,,1,Programs for justice-impacted job seekers,,,
32387466,East LA/West San Gabriel Valley AJCC,Comprehensive Center,5301 Whittier Blvd,2nd Floor.Chase Bank,Los Angeles,CA,California,90022,323-877-7122,Ayes@aye-la.org,323-887-8236,https://www.ayela.org/,34.020101,-118.155606,,"Monday - Friday,  8:00am - 5:00pm No appointment necessary",Y,,,1,,Amber Townes,ATownes@aye-la.org,323-832-1221
32747800,Foundation for Second Chances,Youth Service Provider,3734 West Slauson Ave,,Los Angeles,CA,California,90043,213-627-1745,info@ffscinc.org,,https://www.ffscinc.org/,33.98868,-118.33902,,,,,,1,,,,
32746617,HIRE Los Angeles Youth,Youth Service Provider,1200 West 7th Street,,Los Angeles,CA,California,90017,213-744-7300,,,https://www.hirelayouth.com/,34.0502988,-118.2659855,,,,,,1,,,,
32801556,Homeboy Industries,Youth Service Provider,130 W. Bruno St.,,Los Angeles,CA,California,90012,323-526-1254,info@homeboyindustries.org,,https://homeboyindustries.org/services/workforce-development/,34.062276,-118.235776,,,,,,1,Programs for justice-impacted job seekers,,,
32747461,Labor Employment and Training Corporation - South LA Worksource Center,Youth Service Provider,1512 W. Slauson Avenue,,Los Angeles,CA,California,90057,562-977-4760,,,https://letcworkforce.com/,33.988994,-118.302863,,,,,,1,Programs for justice-impacted job seekers,,,
32820219,Labor Employment and Training Corporation - Southeast LA Portal,Youth Service Provider,5849 South Crocker Street,,Los Angeles,CA,California,90003,323-432-4399,,,https://letcworkforce.com/,33.9882898,-118.2686043,,,,,,1,Programs for justice-impacted job seekers,,,
32746324,LeadersUp,Youth Service Provider,830 Traction Avenue,3A,Los Angeles,CA,California,90013,206-956-4000,info@leadersup.org,,https://www.leadersup.org/,34.04446,-118.23517,,,,,,1,,,,
32746283,Los Angeles Brotherhood Crusade - South Los Angeles,Youth Service Provider,200 E. Slauson Ave.,,Los Angeles,CA,California,90011,323-846-1649,info@brotherhoodcrusade.org,,https://www.brotherhoodcrusade.org/,33.988816,-118.270906,,,,,,1,Programs for justice-impacted job seekers,,,
32820158,Los Angeles Conservation Corps - East LA Center,Youth Service Provider,1020 S. Fickett Street,,Los Angeles,CA,California,90023,323-526-1460,,,https://www.lacorps.org/,34.0309107,-118.2154693,,,,,,1,,,,
32820160,Los Angeles Conservation Corps - Griffith Park Center,Youth Service Provider,2650 N. Commonwealth Ave.,,Los Angeles,CA,California,90027,323-664-9196,,,https://www.lacorps.org/,34.117782,-118.285877,,,,,,1,,,,
32746327,Los Angeles Conservation Corps - John Van de Kamp Center,Youth Service Provider,1400 N. Spring Street,,Los Angeles,CA,California,90012,213-362-9000,,,https://www.lacorps.org/,34.06644,-118.232397,,,,,,1,,Wendy Butts,wbutts@lacorps.org,
32820161,Los Angeles Conservation Corps - South LA Center at Saito High,Youth Service Provider,2824 S. Main Street,,Los Angeles,CA,California,90007,213-749-3601,,,https://www.lacorps.org/,34.022504,-118.269867,,,,,,1,,,,
32820163,Maravilla Foundation - Boyle Heights Office,Youth Service Provider,2130 E. 1st Street,Suite 110,Los Angeles,CA,California,90033,323-721-4762,,,https://www.maravilla.org/,34.04421,-118.213035,,,,,,1,,,,
32747449,Para Los Ninos - Youth Workforce Services - Selig Place,Youth Service Provider,3845 Selig Place,,Los Angeles,CA,California,90031,323-275-9309,,,https://paralosninos.org/,34.068374,-118.199054,,,,,,1,,,,
32820183,Para Los Ninos - Youth Workforce Services - South Loma,Youth Service Provider,234 South Loma Drive,,Los Angeles,CA,California,90026,213-413-1466,,,https://paralosninos.org/,34.060418,-118.264451,,,,,,1,,,,
32801487,Project 180,Youth Service Provider,470 E. 3rd Street,Suite C,Los Angeles,CA,California,90013,213-620-5712,info@project180la.com,,https://www.project180la.com,34.046203,-118.240565,,,,,,1,Programs for justice-impacted job seekers,,,
32801496,PVJOBS - YouthBuild,Youth Service Provider,4112 South Main Street,,Los Angeles,CA,California,90037,323-432-3955,info@pvjobs.org,,https://www.pvjobs.org/pvjobs-programs,34.008664,-118.273663,,,,,,1,Programs for justice-impacted job seekers,,,
32801559,PVJOBS Hatch Young Adult Program,Youth Service Provider,4112 South Main Street,,Los Angeles,CA,California,90037,323-432-3995,,,https://www.pvjobs.org/hatch-young-adults,34.008664,-118.273663,,,,,,1,Programs for justice-impacted job seekers,,,
2331,Rio Hondo America`s Job Center of California,Comprehensive Center,10400 Pioneer Blvd,Suite 9,Los Angeles,CA,California,90670,562-946-2237,lhernandez@ajcc.lacounty.gov,562-946-5818,https://www..ajcc.lacounty.gov/,33.941476,-118.081187,,Monday  - Friday  8:00am -5:00pm,Y,,,1,,Brianna Aguirre,baguirre@opportunity.lacounty.gov,562-946-2237 ext.273
32873987,South LA -WorkSource Center,Comprehensive Center,1512 Slauson Avenue,,Los Angeles,CA,California,90047,562-445-3673,,,www.letc.com,33.988994,-118.302863,,Monday - Friday 8:00am - 5:00pm,Y,,,1,,Angelica Alvarado,aalvarado@letc.com,562-445-3673
8383,Southeast Los Angeles Worksource Center,Comprehensive Center,10950 South Central Avenue,The Center,Los Angeles,CA,California,90059,323-563-5669 or 323-563-4702,,323-983-8446,https://wlcac.org/,33.937134,-118.254126,,Monday - Friday 8 a.m. - 5 p.m.,Y,,,1,,Adriana Camacho,acamacho@wlcac.org,323-563-5670
32746500,Special Services for Groups,Youth Service Provider,905 E. 8th Street,,Los Angeles,CA,California,90021,213-553-1800,,,https://www.ssg.org/,34.036765,-118.246049,,,,,,1,,,,
32746506,The Children's Collective Inc.,Youth Service Provider,8616 La Tijera Blvd.,Suite 100,Los Angeles,CA,California,90044,310-733-4388,,,https://www.childrenscollective.org/,33.96661,-118.29214,,,,,,1,Programs for justice-impacted job seekers,,,
32746507,The Community College Foundation,Youth Service Provider,3530 Wilshire Blvd,Suite 610,Los Angeles,CA,California,90010,213-427-6910,,,https://www.communitycollege.org/,34.06099,-118.30118,,,,,,1,,,,
32746471,UCLA CBL YouthSource Center,Youth Service Provider,3415 South Sepulveda Blvd,Suite 130,Los Angeles,CA,California,90034,310-572-7680,,,https://uclayouthsourcecenter.weebly.com/,34.02053,-118.42395,,,,,,1,,,,
32747789,Vernon-Central/LATTC WorkSource Center,Comprehensive Center,"400 W. Washington Blvd., Los Angeles, CA 90015 (Primary Site)",,Los Angeles,CA,California,90015,213-763-5951,wdd-adult@coationrcd.org,213 763-5959,https://coalitionrcd.org/get-involved/work-at-crcd/,34.028088,-118.260664,,Mon-Fri 8:30am - 5:00pm,Y,,,1,,Claudia Cervantes,Ccervantes@coalitionrcd.org,213-743-6193 ext.421
32390296,Watts/Los Angeles Worksource Center,Affiliate Center,2220 East 114 St,,Los Angeles,CA,California,90059,323-249-7751,,323-249-7754,https://ewdd.lacity.gov/index.php/employment-services/worksource-centers,33.9314350344384,-118.233335840988,,"Monday - Friday, 8:00 a.m. - 4:30 p.m.",Y,,,1,,Daisy Millan,daisy.millan@hacla.org,323-249-2910
32765625,Willowbrook AJCC - Affiliate to Rancho Dominguez Comprehensive AJCC,Affiliate Center,11737 Wilmington Avenue,Willowbrook Library,Los Angeles,CA,California,90059,310-762-1101,ranchodominguezajcc@kra.com,,https://www.ajcc.lacounty.gov/,33.92663,-118.23935,,Monday -  Friday 10:00 a.m.-5:00 p.m.,Y,Affiliate American Job Center,Affiliate American Job Center,1,,Brandy Pacheco,BPacheco@aye-la.org,424-492-2618
32746364,Youth Opportunity Movement Boyle Heights - East Los Angeles,Youth Service Provider,1600 East 4th Street,,Los Angeles,CA,California,90033,323-526-5800,frontdesk.bhtyc@gmail.com,,https://bhtechyouthcenter.wixsite.com/bhtyc,34.04263,-118.22239,,,,,,1,Programs for justice-impacted job seekers,,,
32710128,Alliance for Workforce Development Inc.( Sierra County,Affiliate Center,706 Mill Street,"Sierra County Wellness Center-(Sierra County Behavioral Health)Mailing address-P.O. Box 3750 Quincy, Ca. 95971",Loyalton,CA,California,96118,530-994-3349,afwdcontact@ncen.org,,https://afwd.org/,39.673706,-120.2409057,,Monday -Thursday 9:00am-4:30pm Closed for Lunch 12:00pm -1:00pm,Y,,,1,,"Griselda Lopez, Youth Program Manager",glopez@ncen.org,530-227-5017
11082,Madera Workforce Assistance Center,Comprehensive Center,2037 West Cleveland Avenue,"P.O. Box 1205, Madera, CA 93639",Madera,CA,California,93637,559-662-4500,mworkforce@maderaworkforce.org,559-673-1794,https://www.maderaworkforce.org/,36.977012,-120.080844,,"Monday - Friday 8 am-5 pm, Computers Available Monday - Thursday 8 am-4:30 pm, Friday - varies",Y,,,1,,Charlton Dove,cdove@maderaworkforce.org,559-662-4507
32819958,Monterey County Satellite AJCC,Affiliate Center,289 Twelfth Street,Room 201,Marina,CA,California,93933,831-796-3335,,,https://montereycountyworks.com/,36.667607,-121.803374,,Monday - Thursday 8:00AM- 5:00PM,Y,,,1,,Melineh Kocharian,KocharianM@countyofmonterey.gov,
32746630,Job Connection - Mariposa,Youth Service Provider,5362 Lemee Lane,P.O. Box 1915,Mariposa,CA,California,95338,209-966-3643,,,https://www.mljt.org/,37.4864,-119.9208,,,,,,3,,,,
31804,Mother Lode Job Training - Mariposa,Affiliate Center,5181 CA-140,PO Box 1915,Mariposa,CA,California,95338,209-938-3247,,209-938-3247,https://www.mljt.org/job-seeker-services,37.4928167,-119.973415,,Monday - Thursday  8am - 5:00 pm,Y,,,1,,Isabella Good,igood@mljt.org,209-742-0871
32820103,California Human Development Corporation - Yuba/Sutter,Youth Service Provider,201 D St,Suite Q,Marysville,CA,California,,530-933-8344,fws-workforcedevelopment@cahumandevelopment.org,,https://californiahumandevelopment.org/training-jobs/employment-services/,39.137508,-121.588288,,,,,,1,,,,
32820225,"Yuba County Office of Education, Main Office",Youth Service Provider,935 14th Street,,Marysville,CA,California,95901,530-749-4900,,,https://www.yubacoe.org/about-ycoe/about-ycoe,39.149901,-121.599297,,,,,,1,,,,
32746369,"Yuba County Office of Education, Regional Career Center",Youth Service Provider,1114 Yuba Street,,Marysville,CA,California,95901,530-749-4800,,,https://www.yubacoe.org/about-ycoe/about-ycoe,39.14794,-121.58482,,,,,,1,,,,
95815,Yuba County One-Stop One Stop AJCC,Comprehensive Center,1114 Yuba Street,Suite #214,Marysville,CA,California,95901,530-749-4580(ONE STOP) 530-599-3040 (EDD),,530-749-4858,https://onestop.yubacoe.org/,39.14775,-121.584048,,Monday-Friday 8 a.m.-5 p.m. (Resource Room 8:30 a.m.-5 p.m.),Y,,,1,,Jorge Aleman,jorge.aleman@yubacoe.k12.ca.us,530-749-4047
32746345,Northern Humboldt Union High School District,Youth Service Provider,2755 McKinleyville Avenue,,McKinleyville,CA,California,95519,707-839-6470,,707-839-6477,https://www.nohum.org/,40.9548008599407,-124.110356745852,,,,,,1,,,,
32873986,Fresno Rural West - Workforce Connection,Affiliate Center,115 Belmont Avenue,Armor Wellness/Neighborhood Resource Center,Mendota,CA,California,93640,559-230-4550,,,www.woekforce-connection.com,36.750432,-120.388352,,Monday - Friday 8:00am - 5:00pm,Y,,,1,,Alejandra Gonzalez,agonzalez@workforce-connection.com,559-230-4567
32783615,Workforce Connection - Mendota,Affiliate Center,655 Quince Street,Suite C,Mendota,CA,California,93640,559-230-4550,WFCinterest@workforce-connection.com,559-655-1002,https://www.workforce-connection.com/,36.754255,-120.382193,,Monday - Friday 8:00AM- 5:00PM,Y,,,1,,Alejandra Gonzalez,agonzalez@americaworks.com,559-230-4567
32746523,Job Train,Youth Service Provider,1200 O'Brien Drive,,Menlo Park,CA,California,94025,650-330-6429,,,https://www.jobtrainworks.org/,37.47595,-122.14645,,,,,,1,,,,
32499746,EDD Merced WSB / Merced County Worknet,Comprehensive Center,1205 West 18th Street,,Merced,CA,California,95340,209-726-5407 EDD Merced WSB / 877-267-9675 Merced County Worknet,wsbmodestofieldoffice@edd.ca.gov,209-726-5444 EDD Merced WSB / 209-725-3592 Merced County Worknet,https://worknetmerced.com/,37.306386,-120.493403,,Monday- Friday 8:00 a.m. - 5:00 p.m.; First  Thursday of every month  8:00 am - 7:00 pm.,Y,,,1,,Jasmin Huitron,jasmin.huitron@edd.ca.gov,209-726-5415
32746332,Merced County Office of Ed/ROP,Youth Service Provider,632 West 13th Street,,Merced,CA,California,95341,209-381-6600,,,https://www.mcoe.org/,37.297694,-120.488264,,,,,,1,,,,
32746499,Southern Humboldt Unified School District,Youth Service Provider,110 School Road,PO Box 650,Miranda,CA,California,95553,707-943-1789,,,https://www.sohumusd.com/,40.235637,-123.8221868,,,,,,1,,,,
32747422,Irvine Unified School District - Mission Viejo,Youth Service Provider,25121 Pradera Drive,,Mission Viejo,CA,California,92691,949-936-5040,,,https://iusd.org/,33.59832,-117.66861,,,,,,1,,,,
32746477,Saddleback Valley Unified School District - We Care Program,Youth Service Provider,25631 Peter A. Hartman Way,,Mission Viejo,CA,California,92691,949-586-1234,,,https://www.svusd.org/,33.59832,-117.66861,,,,,,1,,,,
32653530,Modesto American Job Center of California / EDD Workforce Services Branch (WSB) & Stanislaus County Workforce Development,Comprehensive Center,629 12th Street,,Modesto,CA,California,95354,209-576-6118 or 209-558-WORK (9675),WSBModestoFieldOffice@edd.ca.gov; jobseeker@stanworkforce.com,209-576-6197,https://www.stanworkforce.com/,37.6383648812771,-120.994216650724,,Modesto AJCC - Monday - Friday 8am-5:00pm; Partner - StanWorkforce  -   Monday - Friday 8:30am-4:30pm,Y,,,1,,Jasmine Reynoso-Jimenez,jasmine.reynosojimenez@edd.ca.gov,209-576-6011
32746400,Stanislaus County Workforce Development - Youth Services,Youth Service Provider,251 E. Hackett Rd.,C-2,Modesto,CA,California,95358,209-558-2100,,,https://www.stanworkforce.com/job-seekers/#jobseeker_youth,37.588202,-120.990703,,,,,,1,,,,
32746501,Stanislaus Literacy Center,Youth Service Provider,1032 11th Street,,Modesto,CA,California,95354,209-548-9266,,,https://www.lqslc.com/,37.64219,-120.99999,,,,,,1,Programs for justice-impacted job seekers,,,
32499763,Monrovia Adult School Career Center,Affiliate Center,920 South Mountain Avenue,,Monrovia,CA,California,91016,626-471-3052,ccalderon@mcscareergroup.com,626-471-3036,https://monroviaadultschool.com/programs/job-development,34.141903,-117.986214,,Monday - Thursday 9:00 a.m. - 3:00 p.m. Friday 8:00 a.m. - 12:00 p.m. or by appointment,Y,,,1,,Kaela Barnes,kbarnes@mcscareergroup.com,626-471-3035
32746326,"Los Angeles Communities Advocating for Unity, Social Justice (LACAUSA) - YouthBuild",Youth Service Provider,110 S Garfield Ave.,,Montebello,CA,California,90640,323-887-2500,info@lacausainc.org,,https://www.lacausainc.org/,34.014014,-118.129899,,,,,,1,,Martin Flores,martinflores.lacausainc@gmail.com,
32747441,Mexican American Opportunities Foundation - Headquarters,Youth Service Provider,401 N. Garfield Avenue,,Montebello,CA,California,90640,323-890-9600,info@maof.org,,https://maof.org/,34.0193087,-118.133577,,,,,,1,,,,
32746335,Monterey Peninsula Unified School District,Youth Service Provider,700 Pacific Street,,Monterey,CA,California,93942,831-645-1200,,,https://www.mpusd.net/,36.5953677417364,-121.897670312904,,,,,,1,,,,
32746600,Family Service Association,Youth Service Provider,21250 Box Springs Rd,Suite 212,Moreno Valley,CA,California,92557,951-686-1096,,,https://www.fsaca.org/,33.946861,-117.291625,,,,,,1,,,,
32691243,Moreno Valley Business and Employment Resource Center/AJC / BERC)         C,Comprehensive Center,12625 Frederick Street,Suite K-3   (P.O. Box 88005) 92552,Moreno Valley,CA,California,92553,951-413-3920,berc@moval.org,951-653-4301,https://www.morenovalleybusiness.com/berc-becomes-newest-americas-job-center-of-california/,33.936506,-117.262796,,Mon- Thurs 8:00am - 5:00pm Cloded Fridays and Holidays,Y,,,1,,Martha Gonzalez,marthagonzalez@equusworks.com,951-653-1311
32691244,Moreno Valley Youth Opportunity Center,Affiliate Center,23080 Alessandro Blvd.,Suite 236,Moreno Valley,CA,California,92553,Public Phone: 951-653-1311,marreola@rescare.com,Public Fax: 951-653-0933,https://rivcoworkforce.org/,33.918814,-117.259947,,Monday - Friday 8 a.m. - 5 p.m.,Y,Affiliate American Job Center,Affiliate American Job Center,1,,Crystal Hernandez,Crystal.hernandez@equusworks.com,951-422-2138
32746404,ResCare Workforce Services - Moreno Valley Youth Opportunity Center,Youth Service Provider,22635 Alesandro Blvd,Suite C,Moreno Valley,CA,California,92553,951-653-1311,,,https://rivcoworkforce.org/riverside-county-works,33.91694,-117.26758,,,,,,1,,,,
32746333,California Department of Education - Migrant Education,Youth Service Provider,2425 Jefferson Street,,Napa,CA,California,94558,707-253-3537,,,https://www.cde.ca.gov/sp/me/mt/overview.asp,38.30873,-122.29694,,,,,,1,,,,
32820098,California Human Development Corporation - Napa,Youth Service Provider,1546 First St.,,Napa,CA,California,,707-523-1155,fws-workforcedevelopment@cahumandevelopment.org,,https://californiahumandevelopment.org/training-jobs/employment-services/,38.2973764,-122.290322,,,,,,1,,,,
32727900,CareerPoint Napa,Comprehensive Center,2751 Napa Valley Corporate Drive,Bldg A. Suite 106,Napa,CA,California,94559,707-253-4134,NapaAJCC@careerpointnorthbay.org,,https://www.workforcealliancenorthbay.org/,38.249836,-122.276451,,Monday - Friday 8:30am-4:30pm,Y,,,1,,Charissa Drengsen,charissadrengsen@careerteam.com,707-998-8894 ext.6010
32820114,Center Point Inc. - Napa,Youth Service Provider,2100 Napa Vallejo Hwy,,Napa,CA,California,94559,707-255-8001,,,https://www.cpinc.org/,38.274684,-122.269176,,,,,,1,Programs for justice-impacted job seekers,,,
32746337,College & Career Readiness,Youth Service Provider,2121 Imola Avenue,,Napa,CA,California,94559,707-253-6810,,,https://napacoe.org/college-career-readiness/,38.277884,-122.257017,,,,,,1,,,,
32746444,Community Action of Napa Valley,Youth Service Provider,2521 Old Sonoma Rd.,,Napa,CA,California,94558,707-253-6100,canv@can-v.org,,https://www.canv.org/,38.287524,-122.305915,,,,,,1,,,,
32746449,Cope Family Center,Youth Service Provider,707 Randolph Street,,Napa,CA,California,94559,707-252-1123,,,https://www.copefamilycenter.org/,38.296003,-122.286484,,,,,,1,,,,
32746450,Crestwood Dreamcatchers Inc.,Youth Service Provider,1320 Second Street,,Napa,CA,California,94559,707-226-6245,,,https://www.dreamcatchersnetwork.org/our-programs/,38.29715,-122.28788,,,,,,1,,,,
32747443,Napa County Health and Human Services - South Campus,Youth Service Provider,2751 Napa Valley Corporate Drive,Building B,Napa,CA,California,94558,707-253-4279,,,https://www.countyofnapa.org/563/Napa-Offices,38.249314,-122.275385,,,,,,1,,,,
32746338,Napa Police Diversion Program,Youth Service Provider,1539 First Street,,Napa,CA,California,94559,707-257-9267,,,https://ca-napa.civicplus.com/508/Youth-Diversion-Program,38.29684,-122.2904,,,,,,1,Programs for justice-impacted job seekers,,,
32747444,Napa Valley Adult School,Youth Service Provider,1600 Lincoln Avenue,,Napa,CA,California,94558,707-253-3828,nvae@nvusd.org,,https://adulted.nvusd.org/,38.30825,-122.29795,,,,,,1,Programs for justice-impacted job seekers,,,
32746339,Napa Valley College,Youth Service Provider,2277 Napa-Vallejo Highway,,Napa,CA,California,94558,707-256-7000,,,https://www.napavalley.edu/,38.2725288864546,-122.272543044492,,,,,,2,,,,
32746348,NVUSD Specialized Services,Youth Service Provider,2425 Jefferson Street,,Napa,CA,California,94558,707-253-3435,enrollment@nvusd.org,,https://www.nvusd.org/,38.30873,-122.29694,,,,,,1,,,,
32746517,VOICES - Napa,Youth Service Provider,780 Lincoln Street,,Napa,CA,California,94558,707-251-9432,,,https://www.voicesyouthcenter.org/what-we-do,38.0448574599337,-122.139529765374,,,,,,1,,,,
32820284,Ohlone Tri-Cities Career Center,Affiliate Center,39399 Cherry Street,Ohlone College Newark: Center for Health Sciences and Technology Room 1211,Newark,CA,California,94560,510-742-2323,,510-742-2332,https://www.ohlone.edu/careercenter,37.517,-122.004282,,Monday - Thursday 9:00 a.m. - 5:00 p.m. & Friday 9:00 a.m. - 12:00 p.m.  (Closed Fridays during Summer),Y,Affiliate American Job Center,Affiliate American Job Center,1,,Chen Chen,cchen_174@ohlone.edu,510-742-2327
32820185,PathPoint - Los Angeles - Northridge,Youth Service Provider,8510 Balboa Blvd.,Suite 100,Northridge,CA,California,91325,818-773-9570,info@pathpoint.org,,https://www.pathpoint.org/locations/los-angeles/,34.224549,-118.501453,,,,,,1,Programs for justice-impacted job seekers,,,
32746346,Norwalk-La Mirada United School District,Youth Service Provider,12820 Pioneer Blvd,,Norwalk,CA,California,90650,562-210-2000,,,https://www.nlmusd.org/,33.88750000011,-118.097585,,,,,,2,,,,
32838395,CareerPoint Marin,Affiliate Center,1800 Ignacio Blvd.,Building 27 (Upstairs),Novato,CA,California,94949,415-966-0860,,,https://www.workforcealliancenorthbay.org/,38.075582,-122.579046,,8am-12pm and 1pm - 5pm,Y,,,1,,Nik Inalsingh,ninalsingh@careerpointnorthbay.org,415-966-0860
32820092,Bay Area Video Coalition - Preservation Lab,Youth Service Provider,405 14th St,Ste 301,Oakland,CA,California,94612,415-861-3282,info@bavc.org,,https://bavc.org/programs/youth/,37.803708,-122.270268,,,,,,1,,,,
32820093,Bay Area Video Coalition - Reel Stories,Youth Service Provider,1721 Broadway,Ste 201,Oakland,CA,California,94612,415-861-3282,info@bavc.org,,https://bavc.org/programs/youth/,37.80706,-122.269881,,,,,,1,,,,
32747577,Bridges From School to Work - Oakland,Youth Service Provider,344 20th Street,,Oakland,CA,California,94612,510-834-4700,anthea.charles@bridgestowork.org,,https://bridgestowork.org/oakland/,37.80863,-122.26801,,,,,,1,,,,
32801490,Center for Employment Opportunities - Oakland,Youth Service Provider,464 7th Street,,Oakland,CA,California,94607,510-251-2240,,,https://www.ceoworks.org/locations/oakland,37.799957,-122.274629,,,,,,1,Programs for justice-impacted job seekers,,,
32820117,Center Point Inc. - Oakland,Youth Service Provider,3333 Telegraph Ave.,,Oakland,CA,California,94609,510-496-5140,,,https://www.cpinc.org/,37.82232,-122.26666,,,,,,1,Programs for justice-impacted job seekers,,,
31255900,East Oakland Neighborhood Career Center,Affiliate Center,7200 Bancroft Avenue,Suite 140,Oakland,CA,California,94605,510-568-8349,,510-296-3132,https://www.eastbayworks.com/job-seekers/,37.76767,-122.17701,,"Monday - Thursday 8:30 a.m.-4 p.m., Friday 9 a.m.-4 p.m.",Y,,,1,,"Nicholas Brown at 2325 E.12th Street, Oakland CA 94601",nbrown@lfcd.org,510-533-8850
32746608,Genesys Works Bay Area,Youth Service Provider,1721 Broadway,Ste 201,Oakland,CA,California,94612,415-442-0280,gwba@ba.genesysworks.org,,https://genesysworks.org/for-students-and-families/,37.80706,-122.269881,,,,,,1,,,,
32746621,Independent Living Skills Program,Youth Service Provider,675 Hegenberger Road,Suite 100,Oakland,CA,California,94621,510-667-7696,,,https://www.alamedacountyilp.org/,37.748508,-122.196776,,,,,,1,Programs for justice-impacted job seekers,,,
32783575,"Lao Family and Community Development, Inc. (WIOA Youth Program)",Affiliate Center,"2325 East 12th Street,","Lao Family Community Development, Inc     Suite 226",Oakland,CA,California,94601,510-533-8850,,510-533-1516,https://lfcd.org/,37.782014,-122.236604,,"Monday - Friday, 8:30 am to 5 pm., Closed 12 noon to 12;30 for lunch",Y,,,1,,Su Dung,Sdung@lfcd.org,510-533-8850
32746281,Lao Family Community Development,Youth Service Provider,1551 23rd Avenue,,Oakland,CA,California,94606,510-533-8850,,,https://lfcd.org/,37.78515,-122.23467,,,,,,1,,,,
32820153,Lao Family Community Development - Oakland - CARE Campus,Youth Service Provider,8480 Edes Ave.,,Oakland,CA,California,94621,510-638-1180,,,https://lfcd.org/our_location/alameda-county/,37.740578,-122.193738,,,,,,1,,,,
32820151,Lao Family Community Development - Oakland - Career Pathways Employment and Training Services,Youth Service Provider,7200 Bancroft Ave.,Suite 140,Oakland,CA,California,94605,510-788-2588,,,https://lfcd.org/our_location/alameda-county/,37.768636,-122.176492,,,,,,1,,,,
32820152,Lao Family Community Development - Oakland - Career Pathways Employment and Training Services II,Youth Service Provider,2000 San Pablo Ave.,Fl. 2,Oakland,CA,California,94612,510-208-4897,,,https://lfcd.org/our_location/alameda-county/,37.8104325,-122.2730012,,,,,,1,,,,
